join_id,on_time_payment_ratio,utilization_ratio,total_limit,total_balance,delinq_30,delinq_60,delinq_90,charge_off,collections,avg_monthly_spend,monthly_spend_volatility,active_months,net_cashflow_trend,expense_entropy,merchant_diversity,payment_day_regular_std,cash_intensity,num_revolving_accounts,num_installment_loans,num_mortgages,aaoa_months,inquiries_recent,new_accounts_recent,thin_file_flag,avg_city_pop,join_id_feat,join_id_beh,join_id_beh,avg_monthly_spend_beh,monthly_volatility,avg_tx_count,merchant_diversity_beh,total_fraud,active_months_beh,fraud_ratio,spend_trend
C0432,0.0,3.657855,2000.0,7315.71,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0432,17334,17334,726.74,0.0,1.0,1.0,0.0,1,0.0,0.0
C0433,0.0,0.0,0.0,25689.96,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0433,41159,41159,24.85,0.0,1.0,1.0,0.0,1,0.0,0.0
C0434,0.0,5.0,2000.0,42596.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0434,33030,33030,1746.21,0.0,1.0,1.0,0.0,1,0.0,0.0
C0435,0.0,0.0,0.0,208949.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0435,33478,33478,121.78,0.0,1.0,1.0,0.0,1,0.0,0.0
C0436,0.0,0.0,0.0,12869.86,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0436,13651,13651,259.34,0.0,1.0,1.0,0.0,1,0.0,0.0
C0437,0.0,5.0,10000.0,294127.09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0437,43548,43548,37.25,0.0,1.0,1.0,0.0,1,0.0,0.0
C0438,0.0,5.0,10000.0,147575.47,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0438,2687,2687,58.67,0.0,1.0,1.0,0.0,1,0.0,0.0
C0439,0.0,5.0,30000.0,169049.40999999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0439,37170,37170,772.72,0.0,1.0,1.0,0.0,1,0.0,0.0
C0440,0.0,5.0,5000.0,178411.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0440,47382,47382,771.46,0.0,1.0,1.0,0.0,1,0.0,0.0
C0441,0.0,1.68402,2000.0,3368.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0441,1912,1912,136.42,0.0,1.0,1.0,0.0,1,0.0,0.0
C0442,0.0,5.0,7000.0,116787.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0442,23649,23649,61.16,0.0,1.0,1.0,0.0,1,0.0,0.0
C0443,0.0,0.0,0.0,366352.37,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0443,46988,46988,189.97,0.0,1.0,1.0,0.0,1,0.0,0.0
C0444,0.0,0.8629159999999999,35000.0,30202.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0444,13279,13279,1356.81,0.0,1.0,1.0,0.0,1,0.0,0.0
C0445,0.0,5.0,32000.0,184034.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0445,42572,42572,89.38,0.0,1.0,1.0,0.0,1,0.0,0.0
C0446,0.0,5.0,20000.0,460639.47,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0446,28358,28358,73.99,0.0,1.0,1.0,0.0,1,0.0,0.0
C0447,0.0,0.0,0.0,20237.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0447,41093,41093,130.29,0.0,1.0,1.0,0.0,1,0.0,0.0
C0448,0.0,5.0,1000.0,139732.75999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0448,21682,21682,298.86,0.0,1.0,1.0,0.0,1,0.0,0.0
C0449,0.0,0.0,0.0,539641.24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0449,23517,23517,166.23,0.0,1.0,1.0,0.0,1,0.0,0.0
C0450,0.0,5.0,2000.0,220428.18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0450,46712,46712,470.44,0.0,1.0,1.0,0.0,1,0.0,0.0
C0451,0.0,5.0,1000.0,30266.32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0451,37266,37266,2453.24,0.0,1.0,1.0,0.0,1,0.0,0.0
C0452,0.0,0.0,0.0,9166.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0452,47680,47680,617.62,0.0,1.0,1.0,0.0,1,0.0,0.0
C0453,0.0,0.0,0.0,252107.97,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0453,15502,15502,181.43,0.0,1.0,1.0,0.0,1,0.0,0.0
C0454,0.0,0.0,0.0,177588.40999999997,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0454,34048,34048,69.01,0.0,1.0,1.0,0.0,1,0.0,0.0
C0455,0.0,0.2283071794871794,39000.0,8903.98,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0455,32797,32797,2219.87,0.0,1.0,1.0,0.0,1,0.0,0.0
C0456,0.0,0.0,0.0,151400.05000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0456,13796,13796,770.9,0.0,1.0,1.0,0.0,1,0.0,0.0
C0457,0.0,5.0,20000.0,116450.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0457,2302,2302,94.47,0.0,1.0,1.0,0.0,1,0.0,0.0
C0458,0.0,5.0,5000.0,514142.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0458,42829,42829,685.64,0.0,1.0,1.0,0.0,1,0.0,0.0
C0459,0.0,5.0,2000.0,229866.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0459,9386,9386,41.36,0.0,1.0,1.0,0.0,1,0.0,0.0
C0460,0.0,0.5974628333333334,60000.0,35847.770000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0460,28473,28473,32.4,0.0,1.0,1.0,0.0,1,0.0,0.0
C0461,0.0,5.0,5000.0,125216.85,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0461,32889,32889,217.59,0.0,1.0,1.0,0.0,1,0.0,0.0
C0462,0.0,0.4167498780487804,82000.0,34173.49,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0462,21580,21580,79.2,0.0,1.0,1.0,0.0,1,0.0,0.0
C0463,0.0,0.6934383333333334,12000.0,8321.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0463,43148,43148,108.53,0.0,1.0,1.0,0.0,1,0.0,0.0
C0464,0.0,4.263063,10000.0,42630.63,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0464,9900,9900,1647.15,0.0,1.0,1.0,0.0,1,0.0,0.0
C0465,0.0,0.4871133333333334,3000.0,1461.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0465,27162,27162,2565.74,0.0,1.0,1.0,0.0,1,0.0,0.0
C0466,0.0,5.0,4000.0,87476.57,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0466,38607,38607,490.59,0.0,1.0,1.0,0.0,1,0.0,0.0
C0467,0.0,5.0,20000.0,148174.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0467,1,1,5320.199333333334,3215.5516798198696,79.4,12.8,12.0,15,0.1511335012594458,-46.445
C0468,0.0,0.7787674074074075,27000.0,21026.72,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0468,7457,7457,164.52,0.0,1.0,1.0,0.0,1,0.0,0.0
C0469,0.0,5.0,5000.0,262122.18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0469,37751,37751,151.77,0.0,1.0,1.0,0.0,1,0.0,0.0
C0470,0.0,0.0,0.0,248185.39,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0470,7839,7839,861.84,0.0,1.0,1.0,0.0,1,0.0,0.0
C0471,0.0,5.0,1000.0,40593.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0471,21919,21919,361.22,0.0,1.0,1.0,0.0,1,0.0,0.0
C0472,0.0,0.48915,18000.0,8804.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0472,23679,23679,191.05,0.0,1.0,1.0,0.0,1,0.0,0.0
C0473,0.0,2.43595,1000.0,2435.9500000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0473,3277,3277,704.83,0.0,1.0,1.0,0.0,1,0.0,0.0
C0474,0.0,5.0,1000.0,164911.37,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0474,4405,4405,185.36,0.0,1.0,1.0,0.0,1,0.0,0.0
C0475,0.0,0.6947955,40000.0,27791.82,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0475,24839,24839,135.68,0.0,1.0,1.0,0.0,1,0.0,0.0
C0476,0.0,4.921856,5000.0,24609.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0476,42178,42178,127.7,0.0,1.0,1.0,0.0,1,0.0,0.0
C0477,0.0,0.0,0.0,14530.93,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0477,9230,9230,250.87,0.0,1.0,1.0,0.0,1,0.0,0.0
C0478,0.0,0.414781,30000.0,12443.43,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0478,16840,16840,422.91,0.0,1.0,1.0,0.0,1,0.0,0.0
C0479,0.0,1.1056019999999998,10000.0,11056.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0479,26636,26636,167.23,0.0,1.0,1.0,0.0,1,0.0,0.0
C0480,0.0,0.380202,20000.0,7604.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0480,14601,14601,2608.44,0.0,1.0,1.0,0.0,1,0.0,0.0
C0481,0.0,5.0,30000.0,236712.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0481,2676,2676,66.35,0.0,1.0,1.0,0.0,1,0.0,0.0
C0482,0.0,5.0,31000.0,160805.65000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0482,18094,18094,292.79,0.0,1.0,1.0,0.0,1,0.0,0.0
C0483,0.0,5.0,5000.0,221586.09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0483,14595,14595,152.52,0.0,1.0,1.0,0.0,1,0.0,0.0
C0484,0.0,0.0,0.0,17211.42,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0484,43085,43085,135.38,0.0,1.0,1.0,0.0,1,0.0,0.0
C0485,0.0,3.146233,10000.0,31462.33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0485,47612,47612,533.85,0.0,1.0,1.0,0.0,1,0.0,0.0
C0486,0.0,0.0,0.0,179436.09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0486,9240,9240,133.17,0.0,1.0,1.0,0.0,1,0.0,0.0
C0487,0.0,0.0,0.0,187917.57,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0487,19838,19838,981.66,0.0,1.0,1.0,0.0,1,0.0,0.0
C0488,0.0,0.0,0.0,210226.63,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0488,36342,36342,94.69,0.0,1.0,1.0,0.0,1,0.0,0.0
C0489,0.0,0.0,0.0,26505.82,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0489,41264,41264,82.38,0.0,1.0,1.0,0.0,1,0.0,0.0
C0490,0.0,0.854361,20000.0,17087.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0490,28278,28278,119.7,0.0,1.0,1.0,0.0,1,0.0,0.0
C0491,0.0,0.0,0.0,46182.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0491,2946,2946,200.53,0.0,1.0,1.0,0.0,1,0.0,0.0
C0492,0.0,5.0,25000.0,299739.78,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0492,15701,15701,464.0,0.0,1.0,1.0,0.0,1,0.0,0.0
C0493,0.0,3.39602,10000.0,33960.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0493,2705,2705,10.96,0.0,1.0,1.0,0.0,1,0.0,0.0
C0494,0.0,0.0,0.0,87513.06999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0494,21453,21453,279.78,0.0,1.0,1.0,0.0,1,0.0,0.0
C0495,0.0,0.7948507142857143,70000.0,55639.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0495,37335,37335,340.64,0.0,1.0,1.0,0.0,1,0.0,0.0
C0496,0.0,5.0,2000.0,42455.39000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0496,33358,33358,24.79,0.0,1.0,1.0,0.0,1,0.0,0.0
C0497,0.0,5.0,1000.0,166063.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0497,39400,39400,58.21,0.0,1.0,1.0,0.0,1,0.0,0.0
C0498,0.0,0.0,0.0,37787.09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0498,41477,41477,57.25,0.0,1.0,1.0,0.0,1,0.0,0.0
C0499,0.0,3.68566,1000.0,3685.66,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0499,23692,23692,36.5,0.0,1.0,1.0,0.0,1,0.0,0.0
C0500,0.0,0.230915,30000.0,6927.450000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0500,24955,24955,97.5,0.0,1.0,1.0,0.0,1,0.0,0.0
C0501,0.0,5.0,1000.0,305767.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0501,37150,37150,20.31,0.0,1.0,1.0,0.0,1,0.0,0.0
C0502,0.0,5.0,5000.0,314915.66000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0502,4797,4797,17.53,0.0,1.0,1.0,0.0,1,0.0,0.0
C0503,0.0,5.0,1000.0,318599.54000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0503,14458,14458,1637.22,0.0,1.0,1.0,0.0,1,0.0,0.0
C0504,0.0,0.0,0.0,145793.78,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0504,585,585,6453.571333333332,3490.9313194800416,102.93333333333334,12.733333333333333,8.0,15,0.077720207253886,-286.3514285714286
C0505,0.0,5.0,20000.0,279183.61,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0505,16068,16068,261.94,0.0,1.0,1.0,0.0,1,0.0,0.0
C0506,0.0,0.9600603333333332,30000.0,28801.81,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0506,25840,25840,613.78,0.0,1.0,1.0,0.0,1,0.0,0.0
C0507,0.0,5.0,1000.0,8887.86,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0507,41346,41346,46.24,0.0,1.0,1.0,0.0,1,0.0,0.0
C0508,0.0,0.0,0.0,480219.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0508,18791,18791,400.72,0.0,1.0,1.0,0.0,1,0.0,0.0
C0509,0.0,0.0,0.0,31231.65,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0509,11252,11252,1479.4,0.0,1.0,1.0,0.0,1,0.0,0.0
C0510,0.0,2.3320455,20000.0,46640.91,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0510,20940,20940,168.13,0.0,1.0,1.0,0.0,1,0.0,0.0
C0511,0.0,5.0,12000.0,68440.42,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0511,22242,22242,156.43,0.0,1.0,1.0,0.0,1,0.0,0.0
C0512,0.0,5.0,20000.0,271947.49,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0512,34820,34820,86.64,0.0,1.0,1.0,0.0,1,0.0,0.0
C0513,0.0,0.340055909090909,22000.0,7481.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0513,134,134,8876.442000000001,4768.564545717535,105.26666666666668,12.733333333333333,0.0,15,0.0,-540.0678571428572
C0514,0.0,0.0,0.0,282166.48,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0514,31730,31730,55.01,0.0,1.0,1.0,0.0,1,0.0,0.0
C0515,0.0,0.0,0.0,11452.009999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0515,21699,21699,177.57,0.0,1.0,1.0,0.0,1,0.0,0.0
C0516,0.0,5.0,20000.0,349566.91000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0516,1498,1498,625.83,0.0,1.0,1.0,0.0,1,0.0,0.0
C0517,0.0,0.0,0.0,210438.53000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0517,22615,22615,750.1,0.0,1.0,1.0,0.0,1,0.0,0.0
C0518,0.0,5.0,1000.0,133049.65,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0518,28603,28603,38.82,0.0,1.0,1.0,0.0,1,0.0,0.0
C0519,0.0,0.0,0.0,396949.79,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0519,30557,30557,47.74,0.0,1.0,1.0,0.0,1,0.0,0.0
C0520,0.0,0.0,0.0,44564.67,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0520,5730,5730,114.74,0.0,1.0,1.0,0.0,1,0.0,0.0
C0521,0.0,0.0,0.0,31833.53,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0521,41655,41655,45.92,0.0,1.0,1.0,0.0,1,0.0,0.0
C0522,0.0,0.0,0.0,440306.85,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0522,13654,13654,1099.82,0.0,1.0,1.0,0.0,1,0.0,0.0
C0523,0.0,1.447772,20000.0,28955.44,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0523,16276,16276,155.85,0.0,1.0,1.0,0.0,1,0.0,0.0
C0524,0.0,5.0,2000.0,429847.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0524,13967,13967,587.53,0.0,1.0,1.0,0.0,1,0.0,0.0
C0525,0.0,1.521683,10000.0,15216.83,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0525,26838,26838,27.18,0.0,1.0,1.0,0.0,1,0.0,0.0
C0526,0.0,0.0,0.0,79122.37,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0526,20771,20771,63.62,0.0,1.0,1.0,0.0,1,0.0,0.0
C0527,0.0,0.0,0.0,280803.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0527,9736,9736,83.95,0.0,1.0,1.0,0.0,1,0.0,0.0
C0528,0.0,0.0,0.0,111788.54,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0528,44731,44731,91.93,0.0,1.0,1.0,0.0,1,0.0,0.0
C0529,0.0,0.0,0.0,289654.15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0529,19723,19723,69.88,0.0,1.0,1.0,0.0,1,0.0,0.0
C0530,0.0,0.7198866666666666,60000.0,43193.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0530,22851,22851,203.49,0.0,1.0,1.0,0.0,1,0.0,0.0
C0531,0.0,0.6188091428571428,35000.0,21658.32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0531,28703,28703,37.6,0.0,1.0,1.0,0.0,1,0.0,0.0
C0532,0.0,0.6617995,20000.0,13235.99,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0532,35112,35112,276.93,0.0,1.0,1.0,0.0,1,0.0,0.0
C0533,0.0,5.0,5000.0,42612.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0533,10866,10866,90.46,0.0,1.0,1.0,0.0,1,0.0,0.0
C0534,0.0,0.0,0.0,313817.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0534,30671,30671,68.88,0.0,1.0,1.0,0.0,1,0.0,0.0
C0535,0.0,0.0,0.0,312245.06999999995,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0535,45693,45693,1160.44,0.0,1.0,1.0,0.0,1,0.0,0.0
C0536,0.0,4.191426714285714,70000.0,293399.87,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0536,25688,25688,370.09,0.0,1.0,1.0,0.0,1,0.0,0.0
C0537,0.0,5.0,32000.0,161132.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0537,16769,16769,69.33,0.0,1.0,1.0,0.0,1,0.0,0.0
C0538,0.0,5.0,2000.0,16083.07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0538,31765,31765,10.24,0.0,1.0,1.0,0.0,1,0.0,0.0
C0539,0.0,0.0,0.0,539984.69,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0539,12364,12364,53.35,0.0,1.0,1.0,0.0,1,0.0,0.0
C0540,0.0,0.0,0.0,217832.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0540,23309,23309,372.11,0.0,1.0,1.0,0.0,1,0.0,0.0
C0541,0.0,2.004656,10000.0,20046.56,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0541,28173,28173,458.14,0.0,1.0,1.0,0.0,1,0.0,0.0
C0542,0.0,0.0,0.0,704227.5800000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0542,49050,49050,649.74,0.0,1.0,1.0,0.0,1,0.0,0.0
C0543,0.0,0.0,0.0,31176.17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0543,20005,20005,67.22,0.0,1.0,1.0,0.0,1,0.0,0.0
C0544,0.0,0.0,0.0,49196.54,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0544,16356,16356,1563.5,0.0,1.0,1.0,0.0,1,0.0,0.0
