consumer_id,dob,primary_state,fico8,vantage4,score_date,tradelines_total,tradelines_open,revolving_limit_sum,revolving_balance_sum,revolving_utilization,total_balance_sum,delinq_24mo_count,worst_delinq_24mo,inquiries_12mo_hard,inquiries_12mo_soft,has_collection,collection_balance_total,has_bankruptcy,bankruptcy_most_recent,months_since_oldest_account,avg_account_age_months
C0203,1976-08-07,VA,646,793,2025-10-05,2,0,5000,2677.99,0.5356,4917.95,9,3,0,0,0,0,0,,68,57.5
C0204,1981-06-09,WI,575,601,2025-10-05,4,0,5000,1673.22,0.3346,176268.9,11,2,1,2,0,0,0,,173,114.0
C0205,1982-09-01,TN,721,667,2025-10-05,2,1,0,0.0,0.0,7402.34,8,3,1,0,0,0,1,2020-04-08,188,116.5
C0206,1977-02-08,MI,735,587,2025-10-05,4,0,0,0.0,0.0,580170.71,10,3,1,0,0,0,0,,143,92.0
C0207,1996-09-25,OH,670,685,2025-10-05,4,1,0,0.0,0.0,277454.36,21,3,1,1,0,0,0,,179,108.0
C0208,1995-11-23,CO,710,772,2025-10-05,4,1,2000,1278.82,0.6394,13823.57,16,3,2,0,0,0,0,,156,64.2
C0209,1993-01-03,GA,774,531,2025-10-05,2,1,2000,1880.55,0.9403,12369.95,4,3,2,1,0,0,0,,119,117.0
C0210,1979-07-23,OH,600,675,2025-10-05,2,2,10000,8518.89,0.8519,24987.42,7,3,0,1,0,0,0,,164,132.0
C0211,1984-11-19,VA,554,722,2025-10-05,2,0,5000,564.91,0.113,20323.47,4,3,0,0,0,0,1,2021-07-10,18,14.0
C0212,1995-09-17,VA,570,735,2025-10-05,4,0,2000,419.48,0.2097,25160.5,8,2,2,1,0,0,0,,141,119.8
C0213,1992-12-18,NC,744,729,2025-10-05,3,0,0,0.0,0.0,372096.41,11,3,2,1,0,0,0,,187,78.0
C0214,1987-12-15,NJ,608,683,2025-10-05,2,0,22000,11386.34,0.5176,11386.34,8,3,0,1,0,0,0,,169,155.0
C0215,1984-05-08,FL,563,590,2025-10-05,3,0,1000,430.61,0.4306,158963.12,9,3,0,0,0,0,0,,189,169.0
C0216,1977-06-04,IN,723,710,2025-10-05,4,0,32000,9747.79,0.3046,248674.04,12,3,2,1,0,0,0,,164,57.5
C0217,1976-04-07,CO,613,664,2025-10-05,4,0,22000,18805.42,0.8548,271228.88,11,3,0,0,1,626,0,,176,114.2
C0218,1982-12-19,TN,656,690,2025-10-05,2,0,0,0.0,0.0,262010.74,7,2,0,0,0,0,0,,130,66.0
C0219,1983-02-27,AZ,659,775,2025-10-05,2,0,0,0.0,0.0,16768.36,1,1,0,0,0,0,0,,41,31.5
C0220,1983-04-12,WA,625,646,2025-10-05,3,0,0,0.0,0.0,326042.4,10,2,0,2,0,0,0,,186,105.3
C0221,1984-01-23,IN,708,675,2025-10-05,4,1,21000,2555.98,0.1217,462403.52,18,3,0,0,0,0,0,,189,145.2
C0222,1973-05-02,NY,717,565,2025-10-05,4,1,1000,93.2,0.0932,153415.93,10,3,1,2,0,0,0,,186,123.8
C0223,2000-05-23,IL,695,516,2025-10-05,3,3,20000,17390.8,0.8695,44465.52,5,3,2,1,0,0,0,,189,140.3
C0224,1996-02-28,CA,562,596,2025-10-05,3,1,22000,20828.6,0.9468,28224.58,13,3,2,1,0,0,0,,150,134.7
C0225,2001-05-16,CO,642,616,2025-10-05,4,1,0,0.0,0.0,509307.73,8,3,0,3,0,0,0,,169,102.0
C0226,1993-06-06,NY,618,665,2025-10-05,2,1,12000,6421.33,0.5351,6421.33,4,2,2,1,0,0,0,,72,54.0
C0227,1981-08-04,TX,691,574,2025-10-05,3,0,0,0.0,0.0,23697.97,12,3,1,1,0,0,0,,185,133.0
C0228,1990-08-03,MO,544,608,2025-10-05,4,2,37000,19796.91,0.5351,19796.91,14,3,1,2,0,0,0,,73,53.0
C0229,1968-03-05,MO,587,683,2025-10-05,2,0,35000,14332.14,0.4095,14332.14,5,2,0,0,0,0,0,,159,133.5
C0230,1984-02-08,FL,528,722,2025-10-05,3,0,32000,12641.83,0.3951,20343.46,8,2,0,2,0,0,0,,154,88.7
C0231,2000-07-20,WI,493,748,2025-10-05,4,2,32000,17782.09,0.5557,29163.37,13,3,0,0,1,475,0,,152,99.5
C0232,1979-09-13,MA,533,796,2025-10-05,3,0,0,0.0,0.0,272663.84,7,3,1,1,0,0,0,,127,88.3
C0233,1993-05-28,MO,523,638,2025-10-05,2,2,10000,4791.88,0.4792,7551.34,7,2,1,1,0,0,0,,121,74.0
C0234,1992-05-19,WI,606,706,2025-10-05,2,0,6000,3340.11,0.5567,3340.11,9,3,0,0,0,0,0,,184,156.0
C0235,1968-10-24,FL,547,494,2025-10-05,2,0,20000,3063.89,0.1532,10543.6,9,3,0,0,0,0,0,,157,123.5
C0236,1978-11-07,NJ,662,723,2025-10-05,4,1,30000,18681.19,0.6227,614399.6,13,2,0,2,0,0,0,,155,98.0
C0237,1970-03-08,WA,756,760,2025-10-05,3,1,0,0.0,0.0,334837.75,11,2,0,1,0,0,0,,179,103.7
C0238,2000-02-06,CA,549,782,2025-10-05,4,2,10000,9282.22,0.9282,185755.51,15,3,1,1,0,0,0,,118,70.5
C0239,1991-08-23,WI,768,748,2025-10-05,3,1,0,0.0,0.0,502663.85,8,3,1,0,0,0,0,,150,116.7
C0240,1995-05-02,OH,657,756,2025-10-05,2,0,5000,1108.89,0.2218,10766.94,8,3,0,2,1,1249,0,,66,63.0
C0241,1983-12-10,MA,525,637,2025-10-05,3,0,0,0.0,0.0,434100.8,9,3,0,0,0,0,0,,177,82.3
C0242,1969-11-08,NJ,691,559,2025-10-05,3,0,1000,799.92,0.7999,438301.09,10,2,1,0,0,0,0,,172,103.0
C0243,2002-11-26,AZ,485,747,2025-10-05,2,0,20000,4318.55,0.2159,26778.11,5,3,0,0,0,0,0,,175,168.5
C0244,1992-02-18,OH,656,720,2025-10-05,3,0,15000,13606.33,0.9071,144567.91,6,3,0,2,0,0,0,,116,75.3
C0245,1974-05-27,IL,731,633,2025-10-05,4,1,0,0.0,0.0,171641.71,10,2,2,0,0,0,0,,179,68.8
C0246,1969-01-06,GA,700,785,2025-10-05,2,0,0,0.0,0.0,410029.49,3,3,0,0,0,0,0,,158,142.5
C0247,2001-05-15,FL,483,576,2025-10-05,4,1,2000,1761.68,0.8808,92967.06,11,3,0,1,0,0,0,,155,128.0
C0248,1994-12-10,PA,767,682,2025-10-05,4,0,6000,2220.15,0.37,238015.12,15,3,2,1,0,0,0,,173,95.0
C0249,1982-09-18,CO,563,673,2025-10-05,2,0,35000,18085.29,0.5167,18085.29,3,3,2,1,0,0,0,,118,93.0
C0250,1993-02-20,NY,614,696,2025-10-05,2,0,0,0.0,0.0,21170.97,3,3,0,0,0,0,0,,150,88.0
C0251,1992-12-11,WI,744,625,2025-10-05,2,1,1000,136.12,0.1361,14021.65,4,2,0,0,0,0,0,,152,85.0
C0252,1981-01-03,OH,691,515,2025-10-05,2,1,20000,13166.53,0.6583,14475.7,5,2,0,0,0,0,0,,122,78.5
C0253,2001-10-01,NJ,549,536,2025-10-05,2,0,1000,239.71,0.2397,18413.03,10,3,2,0,0,0,0,,180,117.5
C0254,2001-01-25,WA,796,619,2025-10-05,4,0,25000,10605.69,0.4242,10605.69,12,3,0,1,0,0,0,,186,76.5
C0255,1995-09-21,MA,576,489,2025-10-05,4,1,0,0.0,0.0,43006.58,14,3,1,0,0,0,0,,169,109.8
C0256,1982-03-19,MI,505,575,2025-10-05,3,0,2000,143.46,0.0717,2766.04,8,3,2,1,1,1540,0,,162,87.0
C0257,1996-02-16,VA,624,544,2025-10-05,4,1,31000,16887.4,0.5448,333060.3,10,3,1,1,0,0,0,,188,104.5
C0258,1991-06-11,FL,484,526,2025-10-05,4,1,2000,971.11,0.4856,161744.94,11,3,0,0,0,0,0,,160,102.2
C0259,1975-06-14,CO,487,591,2025-10-05,3,1,11000,8447.43,0.7679,52691.84,7,3,0,0,0,0,0,,188,149.7
C0260,1983-11-13,IN,695,735,2025-10-05,3,0,10000,4753.35,0.4753,153236.03,11,3,0,0,0,0,0,,178,148.7
C0261,1967-08-03,NC,717,649,2025-10-05,3,0,20000,17507.01,0.8754,314976.78,14,3,1,0,0,0,0,,161,92.7
C0262,1981-06-04,PA,554,616,2025-10-05,4,1,10000,5550.18,0.555,29896.51,7,3,1,1,0,0,0,,181,113.2
C0263,1997-01-22,IN,516,572,2025-10-05,3,2,30000,24713.61,0.8238,293752.75,10,3,0,2,0,0,0,,126,81.3
C0264,1994-07-02,AZ,608,486,2025-10-05,3,0,0,0.0,0.0,452382.03,7,3,2,0,0,0,0,,92,65.7
C0265,1998-06-20,CO,607,706,2025-10-05,4,1,5000,3088.23,0.6176,773380.62,11,3,2,0,0,0,0,,169,87.5
C0266,1993-01-07,NJ,497,715,2025-10-05,4,0,0,0.0,0.0,176623.69,10,3,0,1,0,0,0,,159,128.0
C0267,2000-03-10,MA,746,722,2025-10-05,4,0,0,0.0,0.0,445861.11,10,3,0,1,0,0,0,,183,97.0
C0268,1996-02-01,WI,639,561,2025-10-05,2,1,0,0.0,0.0,21675.6,7,3,2,1,0,0,0,,159,148.0
C0269,1980-12-06,GA,761,609,2025-10-05,4,1,1000,475.6,0.4756,190386.45,16,2,2,0,0,0,0,,138,101.8
C0270,2000-01-18,MI,632,664,2025-10-05,3,1,30000,28960.09,0.9653,119943.95,8,3,0,0,0,0,0,,164,88.0
C0271,1970-04-27,FL,591,600,2025-10-05,3,0,1000,602.47,0.6025,126344.06,14,2,0,0,0,0,0,,117,45.3
C0272,1994-02-21,IL,646,565,2025-10-05,2,1,0,0.0,0.0,15994.32,6,2,0,2,0,0,0,,145,117.0
C0273,1996-12-10,TN,779,682,2025-10-05,3,1,30000,20363.72,0.6788,305185.64,6,3,0,1,0,0,0,,133,124.3
C0274,1982-07-27,CO,484,777,2025-10-05,2,0,20000,15613.1,0.7807,331537.26,2,1,0,2,0,0,0,,176,136.0
C0275,1995-04-15,IN,785,670,2025-10-05,3,0,4000,1514.44,0.3786,319336.53,11,3,2,0,0,0,0,,183,108.3
C0276,1974-07-07,WI,607,735,2025-10-05,3,1,20000,5955.77,0.2978,77538.66,5,3,1,0,0,0,0,,177,169.3
C0277,1997-12-05,TX,796,800,2025-10-05,3,1,0,0.0,0.0,147569.13,9,3,1,1,0,0,0,,68,42.7
C0278,1982-07-11,TN,510,558,2025-10-05,3,1,0,0.0,0.0,351384.75,16,3,0,2,0,0,0,,146,98.3
C0279,1982-01-10,GA,544,599,2025-10-05,3,1,1000,540.14,0.5401,113921.63,11,3,0,0,0,0,0,,134,79.7
C0280,2002-10-22,CO,765,704,2025-10-05,3,0,0,0.0,0.0,178186.61,10,3,2,1,0,0,0,,141,109.7
C0281,1974-08-18,CO,490,663,2025-10-05,4,2,1000,150.8,0.1508,315360.01,15,3,2,0,0,0,0,,182,118.0
C0282,1987-06-18,IN,608,728,2025-10-05,2,0,0,0.0,0.0,291706.32,0,0,0,0,0,0,0,,160,138.5
C0283,1989-08-11,AZ,766,757,2025-10-05,2,0,30000,4656.46,0.1552,21274.19,8,3,1,1,0,0,0,,111,92.0
C0284,1980-10-13,OH,577,758,2025-10-05,2,0,2000,1771.26,0.8856,9897.88,4,3,0,0,0,0,0,,136,71.0
C0285,1991-01-11,CO,645,620,2025-10-05,3,2,5000,4282.51,0.8565,251464.69,10,3,0,0,0,0,0,,109,75.7
C0286,1989-07-22,IL,515,710,2025-10-05,3,1,2000,1123.98,0.562,139841.51,5,3,0,1,1,2309,0,,133,85.7
C0287,1996-01-05,TN,614,712,2025-10-05,3,1,2000,670.79,0.3354,18464.7,8,2,2,1,0,0,0,,129,97.3
C0288,2002-06-28,FL,739,574,2025-10-05,2,1,0,0.0,0.0,13704.04,2,1,0,0,0,0,0,,86,54.0
C0289,1993-02-17,MA,797,797,2025-10-05,2,0,5000,3809.73,0.7619,208019.9,2,1,1,0,0,0,0,,177,94.5
C0290,1965-12-05,MI,644,755,2025-10-05,2,0,1000,541.05,0.541,3432.71,5,2,0,1,0,0,0,,121,116.0
C0291,1974-02-16,NJ,577,762,2025-10-05,4,1,0,0.0,0.0,186960.44,14,3,0,2,0,0,0,,179,110.8
C0292,1986-10-23,PA,793,645,2025-10-05,2,0,0,0.0,0.0,122666.52,8,3,0,0,0,0,0,,168,167.5
C0293,1970-06-28,IN,644,529,2025-10-05,2,0,22000,19387.71,0.8813,19387.71,5,3,0,1,0,0,0,,152,84.0
C0294,1989-06-21,CO,502,571,2025-10-05,2,0,31000,5463.31,0.1762,5463.31,6,3,1,0,0,0,0,,178,138.5
C0295,1999-01-20,TX,583,728,2025-10-05,2,1,40000,24725.13,0.6181,24725.13,7,3,1,0,0,0,0,,111,55.5
C0296,1980-11-22,GA,530,772,2025-10-05,4,1,31000,3909.66,0.1261,318548.3,12,3,2,1,0,0,0,,189,159.0
C0297,1979-12-03,MI,730,505,2025-10-05,3,0,2000,1416.52,0.7083,301806.88,10,2,0,2,0,0,0,,173,164.3
C0298,1971-11-23,FL,593,486,2025-10-05,3,0,20000,10173.78,0.5087,20320.51,11,3,1,1,0,0,0,,172,148.0
C0299,1993-03-23,GA,731,719,2025-10-05,2,1,21000,2884.62,0.1374,2884.62,3,1,1,1,0,0,0,,120,106.0
C0300,1966-01-11,NY,664,668,2025-10-05,2,1,0,0.0,0.0,11570.34,7,2,0,1,0,0,0,,140,95.5
C0301,1983-06-12,MI,795,750,2025-10-05,3,1,10000,8667.82,0.8668,445306.05,11,3,1,0,0,0,0,,42,27.7
C0302,1974-04-17,MI,516,519,2025-10-05,4,0,0,0.0,0.0,194021.52,16,2,1,0,0,0,0,,169,126.8
C0303,2001-11-26,WA,745,531,2025-10-05,4,1,11000,6111.07,0.5556,22179.65,16,3,0,0,0,0,0,,159,91.2
C0304,1975-03-03,WI,752,577,2025-10-05,3,1,70000,60534.72,0.8648,60534.72,4,3,2,0,0,0,0,,149,142.0
C0305,1989-10-22,OH,749,771,2025-10-05,2,0,5000,4015.1,0.803,20268.42,4,3,3,0,0,0,0,,143,81.5
C0306,1996-10-05,OH,765,534,2025-10-05,3,1,5000,4472.93,0.8946,63911.84,10,3,0,0,0,0,0,,178,108.0
C0307,1994-11-09,MA,714,533,2025-10-05,2,0,0,0.0,0.0,34218.92,5,2,0,0,0,0,0,,140,76.5
C0308,1981-11-01,MA,572,738,2025-10-05,2,0,0,0.0,0.0,153852.39,3,2,1,0,0,0,0,,133,85.0
C0309,1983-11-18,WA,560,660,2025-10-05,4,0,2000,364.43,0.1822,223051.02,8,3,0,1,0,0,0,,129,90.0
C0310,1969-08-12,MO,761,670,2025-10-05,4,2,2000,1925.73,0.9629,29143.11,11,3,1,1,0,0,0,,179,121.5
C0311,1984-11-14,NJ,700,791,2025-10-05,3,0,50000,22540.26,0.4508,232911.9,7,2,1,2,0,0,0,,150,114.7
C0312,1994-05-07,PA,768,672,2025-10-05,3,0,0,0.0,0.0,250409.56,4,2,1,2,0,0,0,,108,72.0
C0313,1995-02-08,PA,664,709,2025-10-05,2,2,0,0.0,0.0,210115.34,7,3,0,0,0,0,0,,188,141.0
C0314,2001-06-19,GA,480,625,2025-10-05,3,0,1000,785.97,0.786,293660.39,7,3,2,1,0,0,0,,116,76.3
C0315,1983-01-27,PA,745,634,2025-10-05,4,0,1000,582.65,0.5827,13861.91,16,3,1,1,0,0,0,,111,86.0
C0316,1982-01-19,NY,633,589,2025-10-05,2,0,0,0.0,0.0,276120.92,6,2,0,0,0,0,0,,168,111.5
C0317,1996-05-25,OH,491,763,2025-10-05,3,0,0,0.0,0.0,116251.61,7,3,0,3,0,0,0,,151,104.0
C0318,1987-04-21,AZ,528,715,2025-10-05,2,0,0,0.0,0.0,518035.48,3,2,1,1,0,0,0,,89,75.0
C0319,1981-11-25,IL,559,615,2025-10-05,2,0,1000,254.66,0.2547,4092.84,13,3,0,0,0,0,0,,52,35.5
C0320,1971-11-21,NY,778,599,2025-10-05,3,0,1000,155.78,0.1558,14523.29,8,3,1,2,0,0,0,,163,141.7
C0321,1984-08-02,MO,633,772,2025-10-05,2,0,30000,3704.11,0.1235,6138.6,2,2,0,0,0,0,0,,97,85.5
C0322,1988-12-05,TX,771,519,2025-10-05,4,1,4000,777.02,0.1943,226994.18,11,2,1,1,0,0,0,,175,89.8
C0323,1983-06-24,MI,727,729,2025-10-05,2,0,2000,1725.4,0.8627,18204.44,6,2,0,0,0,0,0,,187,103.5
C0324,1976-04-05,IN,784,499,2025-10-05,4,1,2000,573.75,0.2869,83815.08,7,3,2,1,0,0,0,,188,102.2
C0325,1988-09-17,NJ,520,651,2025-10-05,2,0,20000,17150.03,0.8575,141907.24,8,2,0,1,0,0,0,,163,128.0
C0326,1975-05-27,CO,702,541,2025-10-05,2,0,2000,231.48,0.1157,5534.08,9,3,1,2,0,0,0,,174,90.0
C0327,1983-12-28,NC,788,675,2025-10-05,3,0,20000,19055.19,0.9528,240593.75,11,2,0,3,0,0,0,,167,104.7
C0328,1972-08-03,IL,636,643,2025-10-05,4,0,5000,2330.2,0.466,150843.58,15,3,0,0,0,0,0,,178,59.8
C0329,1979-11-24,PA,647,558,2025-10-05,2,0,10000,3553.18,0.3553,8605.08,6,3,1,1,0,0,0,,127,125.5
C0330,2000-06-03,PA,681,784,2025-10-05,3,0,5000,2854.7,0.5709,201596.29,10,3,0,1,0,0,0,,99,73.7
C0331,1965-05-18,FL,593,628,2025-10-05,4,0,15000,5601.63,0.3734,291092.35,6,2,0,2,0,0,0,,163,58.8
C0332,1994-06-22,NJ,555,652,2025-10-05,4,0,35000,12470.25,0.3563,44084.73,10,3,0,2,0,0,0,,115,55.5
C0333,2002-07-27,VA,723,760,2025-10-05,3,0,1000,353.92,0.3539,223793.21,6,2,0,0,0,0,0,,184,134.7
C0334,1971-11-08,CO,614,684,2025-10-05,4,1,34000,18152.64,0.5339,35190.13,7,3,2,1,0,0,0,,126,58.8
C0335,1966-10-18,NC,546,726,2025-10-05,4,2,40000,29070.96,0.7268,191492.04,15,3,2,1,0,0,0,,157,98.8
C0336,1979-11-03,MA,729,772,2025-10-05,3,1,30000,19875.57,0.6625,24097.92,8,2,0,0,0,0,0,,79,65.7
C0337,1984-11-14,FL,767,604,2025-10-05,3,0,20000,15798.07,0.7899,333342.6,3,3,0,2,0,0,0,,75,42.0
C0338,1973-01-02,GA,616,645,2025-10-05,4,0,7000,5720.96,0.8173,66324.23,9,2,1,0,0,0,0,,181,138.2
C0339,1996-02-04,OH,537,696,2025-10-05,2,0,10000,9595.98,0.9596,62583.31,4,3,0,0,0,0,0,,117,79.0
C0340,1999-03-13,MA,658,644,2025-10-05,4,1,0,0.0,0.0,759011.46,3,3,0,1,0,0,0,,140,51.5
C0341,1988-11-24,IN,784,636,2025-10-05,2,0,0,0.0,0.0,3496.6,1,1,1,0,0,0,0,,184,124.0
C0342,1991-10-24,IL,659,799,2025-10-05,3,1,31000,23218.6,0.749,176415.12,6,3,0,0,0,0,0,,163,139.0
C0343,1991-11-04,CO,705,599,2025-10-05,4,0,0,0.0,0.0,110827.23,13,3,0,3,0,0,0,,148,63.2
C0344,1991-05-02,VA,671,523,2025-10-05,4,0,0,0.0,0.0,331482.94,9,3,1,0,0,0,0,,186,85.8
C0345,1978-08-15,OH,507,797,2025-10-05,3,0,50000,13671.96,0.2734,15962.54,8,3,0,3,0,0,0,,161,84.3
C0346,1988-02-22,VA,627,655,2025-10-05,4,0,0,0.0,0.0,311391.17,9,2,1,1,0,0,0,,175,98.8
C0347,1999-11-12,NY,636,721,2025-10-05,2,1,0,0.0,0.0,34294.04,5,3,2,0,0,0,0,,21,14.0
C0348,1990-05-07,FL,649,755,2025-10-05,3,0,0,0.0,0.0,188037.0,10,3,2,1,0,0,0,,155,145.0
C0349,1994-02-22,AZ,584,760,2025-10-05,2,0,20000,5029.72,0.2515,7058.64,4,2,2,0,0,0,0,,132,131.5
C0350,1966-01-26,NC,798,489,2025-10-05,2,0,0,0.0,0.0,10299.39,7,3,2,1,0,0,0,,153,79.5
C0351,1980-03-26,MO,778,610,2025-10-05,2,0,0,0.0,0.0,6701.57,6,2,1,1,0,0,0,,166,114.5
C0352,1978-02-27,IN,510,582,2025-10-05,3,1,0,0.0,0.0,433767.05,9,3,2,0,0,0,0,,167,79.3
C0353,1978-10-07,OH,507,484,2025-10-05,3,1,21000,17350.71,0.8262,274808.04,3,2,1,2,0,0,0,,96,72.0
C0354,1986-03-26,WI,678,664,2025-10-05,4,1,10000,1383.54,0.1384,73660.59,9,3,0,0,0,0,0,,180,137.5
C0355,1965-05-28,IL,489,677,2025-10-05,3,0,5000,1369.64,0.2739,115839.27,4,3,0,2,0,0,0,,185,114.7
C0356,1973-09-09,WA,674,641,2025-10-05,4,1,5000,2711.13,0.5422,36426.0,10,3,0,0,0,0,0,,115,79.2
C0357,1972-11-28,CA,785,575,2025-10-05,2,1,0,0.0,0.0,19509.03,6,3,1,1,1,1525,0,,66,37.5
C0358,1973-01-12,OH,736,767,2025-10-05,2,0,1000,495.14,0.4951,83654.5,5,3,3,0,0,0,0,,62,41.0
C0359,2002-06-01,WA,500,751,2025-10-05,2,0,1000,43.95,0.044,85544.41,5,3,1,1,0,0,0,,32,20.0
C0360,1981-01-05,MI,650,681,2025-10-05,2,1,2000,732.25,0.3661,105133.58,5,3,0,0,0,0,0,,108,104.5
C0361,1998-02-24,TX,489,660,2025-10-05,3,0,0,0.0,0.0,49640.72,5,2,0,0,0,0,0,,186,136.0
C0362,1995-08-25,VA,800,600,2025-10-05,4,1,1000,439.7,0.4397,379523.89,16,3,0,0,0,0,0,,170,99.8
C0363,1997-10-04,MA,511,678,2025-10-05,3,0,20000,18936.91,0.9468,241208.27,7,3,0,0,0,0,0,,189,134.3
C0364,1997-04-20,NY,764,595,2025-10-05,4,0,24000,18189.73,0.7579,18189.73,11,3,0,0,0,0,0,,189,65.2
C0365,1998-05-15,CA,654,550,2025-10-05,2,0,1000,522.46,0.5225,53027.41,2,3,1,2,0,0,0,,142,94.0
C0366,1968-08-28,PA,675,693,2025-10-05,2,0,1000,548.51,0.5485,1621.5,3,2,0,0,0,0,0,,54,46.5
C0367,1992-11-04,CO,773,698,2025-10-05,2,0,0,0.0,0.0,313151.43,5,3,1,0,0,0,0,,158,148.5
C0368,1993-02-03,NC,789,709,2025-10-05,3,1,2000,146.33,0.0732,368961.09,13,3,0,0,0,0,0,,143,69.3
C0369,1974-02-05,NJ,585,777,2025-10-05,2,0,2000,1130.17,0.5651,11071.68,11,3,1,0,0,0,0,,163,148.5
C0370,2002-09-23,NC,550,748,2025-10-05,3,2,20000,2091.76,0.1046,16897.52,8,2,0,1,0,0,0,,106,71.7
C0371,1989-10-17,GA,700,769,2025-10-05,2,0,5000,4821.11,0.9642,9602.77,7,2,0,0,0,0,0,,124,82.0
C0372,1994-09-20,MI,642,765,2025-10-05,4,0,0,0.0,0.0,246153.08,10,3,2,1,0,0,0,,65,48.5
C0373,1971-12-04,IN,574,554,2025-10-05,4,0,36000,22411.64,0.6225,263326.67,12,3,0,0,0,0,0,,134,99.2
C0374,1978-07-15,OH,643,690,2025-10-05,2,0,5000,3034.24,0.6068,10777.89,9,3,1,2,0,0,0,,126,66.5
C0375,1991-06-27,MA,706,557,2025-10-05,4,1,11000,3576.86,0.3252,347432.69,13,2,3,0,0,0,0,,104,56.0
C0376,1990-07-24,FL,534,574,2025-10-05,2,1,2000,1756.01,0.878,7407.66,10,3,0,0,0,0,0,,144,78.5
C0377,1985-07-11,NJ,793,790,2025-10-05,4,0,0,0.0,0.0,33983.92,13,3,0,2,0,0,0,,179,101.0
C0378,1988-03-22,CO,785,598,2025-10-05,2,1,3000,1067.82,0.3559,1067.82,4,3,1,1,0,0,1,2020-08-08,46,45.0
C0379,1969-02-27,TX,663,724,2025-10-05,3,0,1000,323.74,0.3237,151362.65,7,3,0,0,0,0,0,,185,103.3
C0380,1970-07-04,VA,737,671,2025-10-05,2,0,6000,3233.05,0.5388,3233.05,2,3,0,3,0,0,0,,73,37.0
C0381,1973-09-02,MO,678,722,2025-10-05,2,1,2000,1177.17,0.5886,136524.6,5,3,2,0,0,0,0,,158,124.5
C0382,2000-09-11,FL,563,595,2025-10-05,2,0,0,0.0,0.0,19706.73,6,2,0,1,0,0,0,,182,159.5
C0383,1991-06-28,MI,689,618,2025-10-05,3,0,32000,6025.95,0.1883,6025.95,9,2,1,1,0,0,0,,174,83.7
C0384,1968-05-20,GA,593,584,2025-10-05,2,1,0,0.0,0.0,244606.89,4,3,1,1,0,0,0,,134,91.0
C0385,1987-02-19,TN,570,795,2025-10-05,3,1,15000,8494.1,0.5663,22272.22,7,2,2,0,0,0,0,,160,92.3
C0386,1978-03-22,CO,646,606,2025-10-05,3,0,0,0.0,0.0,167346.54,12,3,3,0,0,0,0,,139,134.0
C0387,1979-02-12,IN,687,791,2025-10-05,3,1,2000,1162.27,0.5811,24480.93,7,3,1,1,0,0,0,,188,167.3
C0388,1988-02-25,NJ,640,793,2025-10-05,4,2,45000,7666.22,0.1704,47466.76,17,3,0,0,0,0,0,,120,83.5
C0389,2001-04-26,MI,746,711,2025-10-05,3,0,1000,543.81,0.5438,28211.75,11,3,0,1,0,0,0,,175,85.0
C0390,2000-10-20,IN,501,745,2025-10-05,4,0,4000,2446.72,0.6117,15863.15,6,1,0,0,0,0,0,,175,89.0
C0391,1966-10-22,NJ,500,744,2025-10-05,3,0,0,0.0,0.0,60952.93,8,3,1,0,0,0,0,,170,136.3
C0392,1966-03-09,GA,577,705,2025-10-05,4,0,1000,568.24,0.5682,23917.54,13,3,0,2,0,0,0,,180,110.2
C0393,1986-06-01,WA,635,716,2025-10-05,2,0,1000,501.65,0.5016,219071.1,5,3,0,0,1,1910,0,,149,97.5
C0394,1974-10-22,PA,696,793,2025-10-05,4,0,0,0.0,0.0,154550.27,16,3,1,0,0,0,0,,144,82.2
C0395,1969-03-24,CA,744,717,2025-10-05,3,1,7000,4057.02,0.5796,50484.26,5,3,0,0,0,0,0,,188,96.7
C0396,1970-12-17,AZ,526,572,2025-10-05,4,0,2000,827.03,0.4135,154140.5,8,3,0,1,0,0,0,,102,56.2
C0397,1989-07-15,NC,681,645,2025-10-05,4,2,20000,11032.41,0.5516,30895.52,8,2,1,2,0,0,0,,98,50.8
C0398,1975-06-10,NC,492,712,2025-10-05,4,1,35000,27451.97,0.7843,29541.47,7,3,0,0,0,0,0,,173,116.0
C0399,2001-10-03,NY,712,608,2025-10-05,3,0,10000,5570.35,0.557,229674.27,9,2,0,0,0,0,0,,159,108.0
C0400,1974-03-25,WI,563,526,2025-10-05,4,0,0,0.0,0.0,351722.61,7,3,2,1,1,1586,0,,177,71.5
C0401,1968-11-03,NJ,710,523,2025-10-05,4,1,21000,15391.11,0.7329,50923.78,11,3,0,0,0,0,0,,145,55.0
C0402,1993-11-14,CO,741,673,2025-10-05,4,1,1000,686.69,0.6867,627657.63,6,2,1,0,0,0,0,,182,106.5
C0403,1993-07-09,AZ,502,651,2025-10-05,2,0,4000,2348.7,0.5872,2348.7,3,2,2,0,0,0,0,,91,49.5
C0404,1997-02-12,MI,563,571,2025-10-05,2,1,0,0.0,0.0,23381.53,4,3,0,0,0,0,0,,128,96.5
C0405,1972-05-22,MO,694,638,2025-10-05,4,1,21000,13208.21,0.629,206082.61,13,3,1,0,0,0,0,,160,104.2
C0406,1996-09-22,GA,627,540,2025-10-05,3,0,0,0.0,0.0,140081.9,10,2,0,0,0,0,0,,170,116.7
C0407,1967-04-13,WI,583,798,2025-10-05,2,0,0,0.0,0.0,8406.61,11,3,0,3,0,0,0,,146,95.0
C0408,1968-01-07,GA,486,734,2025-10-05,3,0,10000,5928.04,0.5928,587713.66,12,3,0,0,0,0,0,,137,120.3
